ID-EVENTO,TITULO,PRECIO,GRATUITO,LARGA-DURACION,DIAS-SEMANA,DIAS-EXCLUIDOS,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,TITULO-ACTIVIDAD,URL-ACTIVIDAD,URL-INSTALACION,NOMBRE-INSTALACION,ACCESIBILIDAD-INSTALACION,CLASE-VIAL-INSTALACION,NOMBRE-VIA-INSTALACION,NUM-INSTALACION,DISTRITO-INSTALACION,same_as_distrito,BARRIO-INSTALACION,same_as_barrio,CODIGO-POSTAL-INSTALACION,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TIPO,AUDIENCIA
11603067,"Rol en vivo: Parla, Madrid de las tinieblas",Gratuito,1,0,,,2022-10-22T00:00:00Z,2022-10-22T23:59:00Z,17:00,"Ven a revivir las épocas vampíricas medievas, que se vivían antiguamente en Madrid con este rol en vivo de la mano de factoría del rol.   Fecha y hora de celebración: sábado 22 de octubre de 2022 de 17 a 20:30 h  Periodo de inscripción: Inscripciones en www.bit.ly/inscripcioncj    Plazas: ?aforo",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9fa5fc9b4fb0f710VgnVCM1000001d4a900aRCRD,Actividades en el centro juvenil 'Carabanchel Alto'. Julio 2022,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecfc541470edc310VgnVCM2000000c205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD,Centro Juvenil Carabanchel Alto,ACCESIBLE,CALLE,ALFONSO FERNANDEZ,23,Carabanchel,https://wikidata.org/entity/Q1001991,Buenavista,https://wikidata.org/entity/Q953929,28044,435861,4468746,40.366822704148795,-3.755451103709316,/contenido/actividades/DanzaBaile/FolcloreEtnica,/usuario/Jovenes
,,Más información sobre precios y programación en próximas fechas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
